insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (21, 375, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (534, 338, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (128, 204, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (628, 145, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (579, 273, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (262, 499, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (627, 502, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (501, 90, 'победитель', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (166, 491, 'призер регионального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (240, 457, 'призер муниципального этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (59, 226, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (666, 159, 'призер школьного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (25, 158, 'призер заключительного этапа', 'бви');
insert into олимпиада_вуза (ид_олимпиады, ид_вуза, статус_уч_олимпиады, льгота) values (474, 188, 'призер муниципального этапа', 'бви');
